"11/09/2025","-19.61","*","","Netflix.com 408-5403700 CA"
"11/06/2025","-174.39","*","","Amazon.com*BT8SA8NK1 Amzn.com/billWA"
"11/06/2025","-25.00","*","","ARS TECHNICA STORE ARSTECHNICA.CNY"
"11/05/2025","25.00","*","","BILL PAY PAYMENT"
"11/05/2025","-239.78","*","","AMAZON MKTPL*BT8EV8CS1 Amzn.com/billWA"
"11/05/2025","-13.07","*","","Roku for Hulu LLC 816-2728107 DE"
"11/04/2025","-6.53","*","","Roku for IJFN LLC 816-2728107 DE"
"11/02/2025","-8.00","*","","SUPPORT_MDZ RIGA LV"
"11/02/2025","-5.45","*","","RCH-KAGI.COM KAGI.COM CA"
"11/01/2025","-4.99","*","","AUDIOBOOKSNOW 888-525-6293 VA"
"10/31/2025","-495.93","*","","AMAZON MKTPL*NK1W01JX1 Amzn.com/billWA"
"10/31/2025","-21.33","*","","AMAZON MKTPL*NK27R70B0 Amzn.com/billWA"
"10/29/2025","-25.06","*","","AMAZON MKTPL*N42WZ5W41 Amzn.com/billWA"
"10/29/2025","-44.68","*","","AMAZON MKTPL*N42VT1RK1 Amzn.com/billWA"
"10/25/2025","-151.83","*","","GOOGLE *FI V568V7 g.co/helppay#CA"
"10/25/2025","-9.99","*","","Kindle Svcs*N47SZ7A70 888-802-3080 WA"
"10/22/2025","-27.25","*","","NYTIMES* 800-698-4637 NY"
"10/22/2025","-9.99","*","","Kindle Svcs*NU9L82DM1 888-802-3080 WA"
"10/21/2025","-1.09","*","","Roku for Disney Electroni816-2728107 DE"
"10/20/2025","-50.00","*","","UNITED 0164339674714UNITED.COM TX"
"10/19/2025","-11.98","*","","AMAZON PRIME*NU34U2AQ0 888-802-3080 WA"
"10/19/2025","-8.71","*","","Roku for RLJ Entertainmen816-2728107 DE"
"10/17/2025","-11.98","*","","Roku for Peacock TV LLC 816-2728107 DE"
"10/14/2025","-21.79","*","","GOOGLE *Google One 855-836-3987 CA"
"10/14/2025","-18.51","*","","The Roku Channel 816-2728107 DE"
"10/13/2025","-0.99","*","","Kindle Svcs*NM2J67LL1 888-802-3080 WA"
"10/13/2025","-9.49","*","","Kindle Svcs*NM8XP8LN1 888-802-3080 WA"
"10/12/2025","-24.00","*","","ATTAINABLE ADVENTURE C LUNENBURG CD"
"10/10/2025","-14.95","*","","Audible*NF6VA38N1 Amzn.com/billNJ"
"10/09/2025","123.00","*","","AUTOMATIC PAYMENT - THANK YOU"
"10/09/2025","-19.61","*","","Netflix.com 408-5403700 CA"
"10/06/2025","25.00","*","","BILL PAY PAYMENT"
"10/05/2025","-10.89","*","","Roku for Hulu LLC 816-2728107 DE"
"10/04/2025","-6.53","*","","Roku for IJFN LLC 816-2728107 DE"
"10/02/2025","-8.00","*","","SUPPORT_MDZ RIGA LV"
"10/02/2025","-5.45","*","","RCH-KAGI.COM KAGI.COM CA"
"10/01/2025","-4.99","*","","AUDIOBOOKSNOW 888-525-6293 VA"
"10/01/2025","-50.00","*","","ANNEKADET.SUBSTACK.COM ANNEKADET.SUBNY"
"09/30/2025","234.35","*","","AMAZON MKTPLACE PMTS Amzn.com/billWA"
"09/30/2025","-50.00","*","","TEDGIOIA.SUBSTACK.COM TEDGIOIA.SUBSTX"
